family_combined,name,cost_unit,qtt,cost,description,creation_date,modification_date,billed_person_id,customer_name
1 - Licenses and options,Microsoft 365 Business Standard (Non-Profit Pricing) - 1Y,2.8,24.0,67.2,,2024-09-26 14:36:37,2024-11-26 13:32:11,748445,AFR - SIEGE
1 - Licenses and options,Service Astreinte,15.0,1.0,15.0,,2023-04-03 10:04:41,2023-04-03 10:04:41,748445,AFR - SIEGE
1 - Licenses and options,Service Astreinte Technique,15.0,1.0,15.0,,2023-04-03 10:04:41,2023-04-03 10:04:41,748445,AFR - SIEGE
1 - Licenses and options,Licences SUNBREN,15.0,74.0,1110.0,,2021-07-08 17:14:24,2025-04-22 09:58:51,748445,AFR - SIEGE
1 - Licenses and options,Detoxio - Cybersécurité,96.25,1.0,96.25,,2022-07-02 11:16:14,2024-07-09 10:36:30,748445,AFR - SIEGE
3 - Access links,Abonnement Fibre Dédiée 1 Gbps symétrique,450.0,1.0,450.0,,2024-10-14 13:44:24,2024-10-14 13:44:24,748445,AFR - SIEGE
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max - Site Siège Provisoire,54.0,1.0,54.0,,2022-09-13 09:21:28,2024-07-09 10:36:30,748445,AFR - SIEGE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.6,41.0,24.6,,2022-06-14 09:36:12,2024-08-22 15:36:12,748445,AFR - SIEGE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.6,1.0,0.6,WATTRELOS,2024-08-22 15:36:12,2024-08-22 15:36:12,748445,AFR - SIEGE
5 - Service Pack,Maintenance mensuelle Point accès wifi,3.5,11.0,38.5,,2023-06-15 17:02:13,2024-07-09 10:48:20,748445,AFR - SIEGE
5 - Service Pack,Maintenance mensuelle réseau switch,15.0,6.0,90.0,,2023-06-15 17:02:13,2024-07-09 10:36:30,748445,AFR - SIEGE
6 - Hardware,Location Routeur FTTO,15.0,1.0,15.0,,2024-10-14 13:44:24,2024-10-14 13:44:24,748445,AFR - SIEGE
6 - Hardware,Routeur Internet 5G Backup Secourur,24.0,2.0,48.0,,2024-09-23 09:55:49,2024-09-23 09:55:49,748445,AFR - SIEGE
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2022-09-13 09:21:28,2024-07-09 10:36:30,748445,AFR - SIEGE
7 - Mobile,Business Smartphone 1 Go,11.0,12.0,132.0,,2022-09-22 14:56:18,2024-11-25 11:10:44,748445,AFR - SIEGE
7 - Mobile,Business Smartphone 20 Go,21.0,14.0,294.0,,2022-09-22 14:53:10,2024-10-14 09:53:07,748445,AFR - SIEGE
7 - Mobile,Business Voix et SMS,9.0,1.0,9.0,,2021-12-07 15:33:16,2024-07-09 10:36:30,748445,AFR - SIEGE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,1.0,15.0,,2021-09-27 14:27:19,2024-07-09 10:38:22,902185,AFR - TANNERIE
1 - Licenses and options,Cloud Firewall - VPN - Coeur de réseau MPLS,24.0,1.0,24.0,,2021-09-27 14:27:19,2024-07-09 10:38:22,902185,AFR - TANNERIE
1 - Licenses and options,Maintenance mensuelle Point accès wifi,3.5,1.0,3.5,,2021-12-17 10:10:53,2024-07-09 10:48:41,902185,AFR - TANNERIE
1 - Licenses and options,Maintenance mensuelle réseau switch,15.0,1.0,15.0,,2021-12-17 10:10:53,2022-10-29 08:33:01,902185,AFR - TANNERIE
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,54.0,1.0,54.0,,2021-08-31 18:05:52,2024-07-09 10:38:22,902185,AFR - TANNERIE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.6,1.0,0.6,,2021-09-27 14:27:19,2024-07-09 10:38:22,902185,AFR - TANNERIE
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2021-08-31 18:05:52,2024-07-09 10:38:22,902185,AFR - TANNERIE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,1.0,15.0,,2021-10-04 14:47:25,2024-03-26 11:27:35,902184,AFR - VILLON
1 - Licenses and options,Cloud Firewall - VPN - Coeur de réseau MPLS,24.0,1.0,24.0,,2021-10-04 14:47:25,2024-03-26 11:27:35,902184,AFR - VILLON
1 - Licenses and options,Licence SUNBREN,15.0,2.0,30.0,,2021-07-30 10:42:39,2023-05-01 18:22:09,902184,AFR - VILLON
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,54.0,1.0,54.0,,2022-03-28 15:33:40,2024-03-26 11:27:35,902184,AFR - VILLON
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.6,1.0,0.6,,2021-10-04 14:47:25,2024-03-26 11:27:35,902184,AFR - VILLON
5 - Service Pack,Maintenance mensuelle Point accès wifi,3.5,4.0,14.0,,2022-07-27 12:06:51,2024-07-09 10:49:02,902184,AFR - VILLON
5 - Service Pack,Maintenance mensuelle réseau switch,15.0,1.0,15.0,,2022-07-27 12:06:09,2022-10-29 08:37:14,902184,AFR - VILLON
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2022-03-28 15:33:40,2024-03-26 11:27:35,902184,AFR - VILLON
7 - Mobile,Business Smartphone 20 Go,21.0,1.0,21.0,,2022-09-22 15:10:30,2024-03-26 11:27:35,902184,AFR - VILLON
1 - Licenses and options,Application Softphone Doko,0.0,1.0,0.0,,2019-03-28 14:18:18,2024-03-26 11:45:03,516404,AGENCE DE PAPIERS DE PRESSE
2 - Telephone lines,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2019-03-28 14:18:18,2024-10-07 12:56:45,516404,AGENCE DE PAPIERS DE PRESSE
2 - Telephone lines,Licence utilisateur - Illimité F/M France et 70 destinations,12.5,4.0,50.0,,2019-03-28 14:18:18,2024-11-29 10:59:26,516404,AGENCE DE PAPIERS DE PRESSE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,2.0,1.0,,2019-03-28 14:18:18,2024-10-07 12:56:46,516404,AGENCE DE PAPIERS DE PRESSE
1 - Licenses and options,Téléphonie Hébergée et Internet,89.0,1.0,89.0,,2022-02-02 11:04:37,2022-02-02 11:04:37,464266,ALERTE IMMO
1 - Licenses and options,Hébergement Coeur de Système - Téléphonie IP,12.5,1.0,12.5,,2024-09-24 15:12:46,2024-09-24 15:12:46,1576046,ALPHA COURSES
1 - Licenses and options,Licence Téléphonie Hébergée,15.0,4.0,60.0,,2024-09-24 15:12:46,2024-09-24 15:12:46,1576046,ALPHA COURSES
1 - Licenses and options,Softphone Doko,0.0,4.0,0.0,,2024-09-24 15:12:46,2024-09-24 15:12:46,1576046,ALPHA COURSES
4 - Numbers and portabilities,Sélection Directe à l'arrivée (S.D.A),0.8,4.0,3.2,,2024-09-24 15:12:46,2024-09-24 15:12:46,1576046,ALPHA COURSES
7 - Mobile,Business Smartphone 5 Go Orange,29.0,1.0,29.0,,2019-01-29 09:26:19,2019-05-09 12:14:14,494393,ALSACE
1 - Licenses and options,Application Fax 2 Mail / Mail 2 Fax,10.0,1.0,10.0,,2024-04-16 14:02:07,2024-04-16 14:02:07,1443131,AMBUL 'EUROPE ASSISTANCE
1 - Licenses and options,Application Softphone Doko,0.0,2.0,0.0,,2024-04-16 14:02:07,2024-04-16 14:02:07,1443131,AMBUL 'EUROPE ASSISTANCE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2024-04-16 14:02:07,2024-04-16 14:02:07,1443131,AMBUL 'EUROPE ASSISTANCE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,3.0,45.0,,2024-04-16 14:02:07,2024-04-16 14:02:07,1443131,AMBUL 'EUROPE ASSISTANCE
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,59.0,1.0,59.0,,2024-04-16 14:07:43,2024-04-16 14:07:43,1443131,AMBUL 'EUROPE ASSISTANCE
3 - Access links,Lien Back-up 4G VRRP,9.0,1.0,9.0,,2024-04-16 14:07:43,2024-04-16 14:07:43,1443131,AMBUL 'EUROPE ASSISTANCE
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,2.0,10.0,,2024-04-16 14:07:43,2024-04-16 14:07:43,1443131,AMBUL 'EUROPE ASSISTANCE
7 - Mobile,Business Smartphone 1 Go,9.5,3.0,28.5,,2020-01-13 10:24:20,2024-09-23 14:01:25,634037,APEI ENTREPRISE ADAPTÉE
7 - Mobile,Business Smartphone 10 Go,19.75,1.0,19.75,,2023-12-18 16:53:57,2024-09-23 14:01:25,634037,APEI ENTREPRISE ADAPTÉE
7 - Mobile,Business Voix,4.0,2.0,8.0,,2020-01-13 10:24:20,2024-09-23 14:01:25,634037,APEI ENTREPRISE ADAPTÉE
7 - Mobile,Business Smartphone 1 Go,9.5,4.0,38.0,,2020-01-13 10:55:36,2024-03-26 11:47:34,634933,APEI FAM AJ LES COPAINS A BORD
7 - Mobile,Business Smartphone 1 Go,9.5,15.0,142.5,,2020-01-13 11:00:46,2024-03-26 11:47:55,634977,APEI FOYER DE VIE BORD DES EAUX
7 - Mobile,Business Smartphone 10 Go,19.75,1.0,19.75,,2023-11-23 09:00:25,2023-11-23 09:00:25,634977,APEI FOYER DE VIE BORD DES EAUX
7 - Mobile,Business Smartphone 1 Go,9.5,27.0,256.5,,2020-01-13 11:29:59,2024-10-03 14:28:24,634263,APEI IME L Envol Site de Carvin
7 - Mobile,Business Voix,4.0,1.0,4.0,,2020-01-13 11:14:38,2024-10-03 14:28:24,634263,APEI IME L Envol Site de Carvin
7 - Mobile,Business Smartphone 1 Go,9.5,20.0,190.0,,2020-01-13 11:37:53,2025-02-24 09:25:53,634655,APEI IME L ENVOL SITE HENIN
7 - Mobile,M TO M,4.0,1.0,4.0,,2024-06-18 15:57:13,2024-10-03 14:28:00,634655,APEI IME L ENVOL SITE HENIN
7 - Mobile,Business Smartphone 1 Go,9.5,40.0,380.0,,2020-01-08 17:59:39,2024-09-23 14:05:02,633862,APEI PRODIVERSITE ESAT CCIAL
7 - Mobile,Business Smartphone 2 Go,12.75,5.0,63.75,,2023-02-27 09:50:41,2024-09-23 14:05:02,633862,APEI PRODIVERSITE ESAT CCIAL
7 - Mobile,Business Smartphone 3 Go,16.0,1.0,16.0,,2023-06-05 11:35:35,2024-09-23 14:05:02,633862,APEI PRODIVERSITE ESAT CCIAL
7 - Mobile,Business Voix,4.0,5.0,20.0,,2023-02-27 09:50:41,2024-09-23 14:05:02,633862,APEI PRODIVERSITE ESAT CCIAL
7 - Mobile,MTOM,4.5,1.0,4.5,,2023-06-29 15:20:26,2024-09-23 14:05:02,633862,APEI PRODIVERSITE ESAT CCIAL
1 - Licenses and options,Accès Voix IP - 6 Canaux de communications,120.0,1.0,120.0,,2024-06-10 10:22:35,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
1 - Licenses and options,Forfait illimité vers les fixes et les mobiles de France,39.0,1.0,39.0,,2024-06-10 10:22:35,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,14.0,7.0,,2024-06-10 10:22:35,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
7 - Mobile,Business Smartphone 1 Go,9.5,11.0,104.5,,2020-01-13 10:34:31,2025-04-29 14:38:05,634065,APEI RESIDENCE DU MOULIN
7 - Mobile,Business Smartphone 1 Go - Site SAMSAH,9.5,3.0,28.5,,2025-04-29 14:38:06,2025-04-29 14:38:06,634065,APEI RESIDENCE DU MOULIN
7 - Mobile,Business Smartphone 3 Go,16.0,1.0,16.0,,2023-06-05 11:37:52,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
7 - Mobile,Business Voix,4.0,6.0,24.0,,2020-01-13 10:34:31,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
8 - Various,Remise client,-20.0,1.0,-20.0,,2024-06-10 10:22:35,2024-09-23 14:03:07,634065,APEI RESIDENCE DU MOULIN
7 - Mobile,Business Smartphone 1 Go,9.5,9.0,85.5,,2020-01-13 12:03:37,2025-02-24 09:22:36,634962,APEI SAJ LES COPAINS A BORD
7 - Mobile,Accès Internet mobile 1 Go,8.0,1.0,8.0,MTOM,2024-03-11 10:24:02,2024-09-23 14:03:45,634169,APEI SAVS DU MOULIN
7 - Mobile,Business Smartphone 1 Go,9.5,7.0,66.5,,2020-01-13 10:41:08,2024-09-23 14:03:45,634169,APEI SAVS DU MOULIN
7 - Mobile,Business Smartphone 1 Go,9.5,7.0,66.5,,2019-12-18 16:55:31,2024-10-03 14:28:47,634231,APEI SESSAD L Envol Site de Carvin
7 - Mobile,Business Smartphone 1 Go,9.5,7.0,66.5,,2020-01-13 10:51:53,2024-09-23 14:04:31,634690,APEI SESSAD L ENVOL SITE HENIN
1 - Licenses and options,Accès Voix IP - 8 Canaux de communications,160.0,1.0,160.0,,2025-02-17 11:35:05,2025-02-17 11:39:09,633786,APEI SIEGE SOCIAL
1 - Licenses and options,Forfait illimité vers les Fixes et Mobiles de France,49.0,1.0,49.0,,2025-02-17 11:35:05,2025-02-17 11:39:09,633786,APEI SIEGE SOCIAL
1 - Licenses and options,Remise Client,-20.0,1.0,-20.0,,2025-02-17 11:39:09,2025-02-17 11:39:09,633786,APEI SIEGE SOCIAL
4 - Numbers and portabilities,Numéro direct - SDA Supplémentaire,0.5,30.0,15.0,,2025-02-17 11:35:05,2025-02-17 11:39:09,633786,APEI SIEGE SOCIAL
7 - Mobile,Accès Internet mobile 5 Go,14.0,1.0,14.0,,2024-02-26 11:33:14,2025-02-03 15:09:14,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Smartphone 1 Go,9.5,9.0,85.5,,2019-12-18 10:22:32,2025-02-27 09:31:03,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Smartphone 10 Go,19.75,1.0,19.75,,2019-12-18 10:22:32,2025-02-03 15:09:14,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Smartphone 20 Go,24.0,3.0,72.0,,2019-12-18 10:22:32,2025-02-03 15:09:14,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Smartphone 5 Go,14.2,1.0,14.2,,2024-10-03 14:26:34,2025-02-03 15:09:14,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Voix,4.0,1.0,4.0,,2023-02-27 13:31:14,2025-02-03 15:09:14,633786,APEI SIEGE SOCIAL
7 - Mobile,Business Smartphone 1 Go,9.5,2.0,19.0,,2020-01-13 11:03:34,2023-01-02 09:44:43,634946,APEI VIE ASSOCIATIVE SAS LA PASSERELLE
1 - Licenses and options,Coeur de système hébergé,25.0,1.0,25.0,,2021-10-20 15:24:56,2022-06-02 16:19:37,947484,APSN
1 - Licenses and options,Doko,5.0,1.0,5.0,,2021-10-20 15:30:19,2023-09-11 11:52:31,947484,APSN
1 - Licenses and options,Licence utilisateur 2 communications (illimités F/M France),15.0,1.0,15.0,,2021-10-20 15:24:56,2022-06-02 16:19:37,947484,APSN
1 - Licenses and options,remise télephonie,-20.0,1.0,-20.0,,2022-12-23 10:14:18,2022-12-23 10:14:18,947484,APSN
4 - Numbers and portabilities,Numéro direct SDA,0.5,1.0,0.5,,2021-10-20 15:30:19,2022-06-02 16:19:37,947484,APSN
7 - Mobile,Business Smartphone 1 Go,10.0,1.0,10.0,,2024-09-17 15:40:18,2024-09-17 15:40:18,947484,APSN
7 - Mobile,Business Smartphone 20 Go,23.0,1.0,23.0,,2024-02-22 15:15:13,2024-02-22 15:15:13,947484,APSN
7 - Mobile,Business Smartphone Orange 2Go,15.0,1.0,15.0,,2022-06-02 16:36:02,2022-12-23 10:13:03,947484,APSN
7 - Mobile,Business Smartphone Orange 50Go,26.0,1.0,26.0,,2022-06-02 16:36:02,2022-12-23 10:13:03,947484,APSN
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,3.0,36.0,Amiens,2022-05-30 17:01:43,2024-03-26 11:54:47,1068093,ARBS - Amiens
3 - Access links,Accès Internet - Fibre Access - 100 / 2 Mbps,120.0,1.0,120.0,Amiens,2022-05-30 17:01:43,2024-03-26 11:58:23,1068093,ARBS - Amiens
7 - Mobile,Business Smartphone 20 Go,20.0,3.0,60.0,Amiens,2022-05-30 17:01:43,2024-03-26 11:54:47,1068093,ARBS - Amiens
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,1.0,12.0,Bordeaux,2022-09-02 10:46:50,2024-03-26 14:16:28,1068103,ARBS - Bordeaux
1 - Licenses and options,Application Softphone Doko,3.0,2.0,6.0,Caen,2022-06-09 10:29:19,2024-03-26 14:18:30,1068100,ARBS - Caen
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,2.0,24.0,Caen,2022-05-30 16:54:02,2024-03-26 14:18:30,1068100,ARBS - Caen
7 - Mobile,Business Smartphone 20 Go,20.0,2.0,40.0,Caen,2022-05-30 16:54:02,2024-03-26 14:18:30,1068100,ARBS - Caen
1 - Licenses and options,Application Softphone Doko,3.0,11.0,33.0,Siège,2022-05-25 17:14:06,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,50.0,1.0,50.0,Siège,2022-05-25 17:14:06,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,21.0,252.0,Siège,2022-05-25 17:14:06,2024-11-04 16:35:53,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,16 adresses IP publique IPV4,5.0,16.0,80.0,Siège,2022-05-25 17:14:06,2024-03-26 14:26:29,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Contact Expérience avancé,180.0,1.0,180.0,Siège,2022-05-25 17:14:06,2024-03-26 14:26:14,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Licence Agent SVI Avancé contact Expérience,50.0,3.0,150.0,,2023-10-05 11:06:14,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Maintenance mensuelle - Siège,45.0,1.0,45.0,,2022-05-25 17:14:06,2024-03-26 14:26:04,312764,ARBS - Marcq-en-Baroeul
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,420.0,1.0,420.0,Siège,2022-05-25 17:14:06,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,Siège,2023-02-28 16:08:43,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,55.0,27.5,Siège,2022-05-25 17:14:06,2024-08-26 16:19:15,312764,ARBS - Marcq-en-Baroeul
7 - Mobile,Abonnement 1 Go Data Only - Siège,7.0,35.0,245.0,,2022-07-29 15:32:43,2024-09-30 16:24:44,312764,ARBS - Marcq-en-Baroeul
7 - Mobile,Accès Internet mobile 50 Go,25.0,5.0,125.0,Siège,2022-05-25 17:14:06,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
7 - Mobile,Business Smartphone 20 Go,20.0,15.0,300.0,Siège,2022-05-25 17:14:06,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
7 - Mobile,Business Smartphone 5 Go,15.0,1.0,15.0,Siège,2024-02-12 10:29:33,2024-03-26 14:25:35,312764,ARBS - Marcq-en-Baroeul
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,2.0,24.0,Nancy,2022-05-30 17:09:20,2024-03-26 14:28:18,1068088,ARBS - Nancy
3 - Access links,Accès Internet - Fibre Access - 100 / 2 Mbps,120.0,1.0,120.0,Nancy,2022-05-30 17:09:20,2024-03-26 14:28:18,1068088,ARBS - Nancy
7 - Mobile,Business Smartphone 20 Go,20.0,2.0,40.0,Nancy,2022-05-30 17:09:20,2024-03-26 14:28:18,1068088,ARBS - Nancy
5 - Service Pack,Service de contrôle des bornes wifi,3.5,8.0,28.0,,2022-02-01 21:41:38,2022-02-06 14:29:53,997701,ARCADIS - Halluin
1 - Licenses and options,Licence utilisateur,12.5,2.0,25.0,,2025-03-31 11:12:02,2025-03-31 11:30:35,1688266,ARCADIS - Lille
1 - Licenses and options,Sécurisation du lien via Cloud Firewall Fortinet,17.0,1.0,17.0,,2025-03-03 10:45:01,2025-03-31 11:30:35,1688266,ARCADIS - Lille
1 - Licenses and options,Téléphonie Hébergée - Standard,15.0,1.0,15.0,,2025-03-31 11:12:02,2025-03-31 11:30:35,1688266,ARCADIS - Lille
2 - Telephone lines,Numéro Direct - SDA,0.6,2.0,1.2,,2025-03-31 11:12:02,2025-03-31 11:30:35,1688266,ARCADIS - Lille
3 - Access links,Fibre Optique 1000 Mbps,380.0,1.0,380.0,,2025-03-03 10:45:01,2025-03-31 11:30:35,1688266,ARCADIS - Lille
6 - Hardware,Routeur Fibre Gigabits,10.0,1.0,10.0,,2025-03-03 10:45:01,2025-03-31 11:30:35,1688266,ARCADIS - Lille
5 - Service Pack,Service de contrôle des bornes wifi,3.5,14.0,49.0,,2022-02-01 15:43:30,2025-03-27 10:54:08,833870,ARCADIS - Roubaix
5 - Service Pack,Service de controle des bornes wifi,3.5,4.0,14.0,,2022-02-01 15:40:07,2022-02-06 14:30:37,997700,ARCADIS - Tourcoing
1 - Licenses and options,Avantage Parc +10 lignes,-7.13,1.0,-7.13,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
2 - Telephone lines,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2018-10-16 12:12:59,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
2 - Telephone lines,Licence utilisateur,15.0,20.0,300.0,,2018-10-16 12:12:59,2025-02-01 10:56:14,444196,ASSOCIATION BIEN ETRE ET SANTE
2 - Telephone lines,Ligne Analogique,29.0,1.0,29.0,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
3 - Access links,Accès Internet - Fibre dédiée symétrique - 1 Gbps Max,449.0,1.0,449.0,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.8,4.0,3.2,,2018-10-16 12:12:59,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
5 - Service Pack,Maintenance système,31.25,1.0,31.25,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
6 - Hardware,Location routeur Mobile LTE Wifi,3.0,2.0,6.0,,2024-06-27 15:34:21,2025-02-01 10:56:14,444196,ASSOCIATION BIEN ETRE ET SANTE
7 - Mobile,Accès Internet mobile 5 Go,14.0,2.0,28.0,,2024-06-27 15:34:21,2025-02-01 10:56:14,444196,ASSOCIATION BIEN ETRE ET SANTE
7 - Mobile,Avantage Parc +10 lignes,-3.35,1.0,-3.35,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
7 - Mobile,Business Smartphone 1 Go,12.0,10.0,120.0,,2024-06-27 15:34:21,2024-06-27 15:34:21,444196,ASSOCIATION BIEN ETRE ET SANTE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.5,6.0,75.0,,2020-04-08 16:35:53,2024-03-26 14:31:55,652024,ASSOCIATION DE GESTION LACORDAIRE
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,355.0,1.0,355.0,,2020-04-08 16:40:12,2024-03-26 14:31:55,652024,ASSOCIATION DE GESTION LACORDAIRE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,6.0,3.0,,2020-04-08 16:40:12,2024-03-26 14:31:55,652024,ASSOCIATION DE GESTION LACORDAIRE
7 - Mobile,Business Smartphone 1 Go,10.5,13.0,136.5,,2020-12-07 17:20:22,2024-03-26 14:34:10,783238,ASSOCIATION OREHANE
7 - Mobile,Business Smartphone 1 Go 12 mois,12.5,1.0,12.5,Mme Sabrina SCHIAVONI,2021-05-07 09:19:33,2024-03-26 14:34:10,783238,ASSOCIATION OREHANE
1 - Licenses and options,Accès Voix IP Full illimité - 2 Canaux + Patton,49.0,1.0,49.0,,2024-02-06 11:33:45,2024-02-06 11:33:45,1199133,ASSOCIATION RENAITRE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.8,7.0,5.6,,2024-02-06 11:33:45,2024-02-06 11:33:45,1199133,ASSOCIATION RENAITRE
1 - Licenses and options,Application Softphone Doko,3.0,2.0,6.0,,2019-11-22 10:02:47,2023-10-19 09:28:46,604549,ASSOCIATION STELLA MARIS
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,30.0,1.0,30.0,,2019-11-22 10:02:47,2024-03-26 14:37:03,604549,ASSOCIATION STELLA MARIS
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,8.0,120.0,,2019-11-22 10:02:47,2025-03-24 15:08:35,604549,ASSOCIATION STELLA MARIS
3 - Access links,Abonnement Routeur 4G Back Up,69.0,1.0,69.0,,2021-06-30 16:18:58,2021-10-01 19:10:26,604549,ASSOCIATION STELLA MARIS
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 1000 Mbps - Symétrique et garanti,580.0,1.0,580.0,,2019-11-22 10:00:13,2024-09-09 09:25:22,604549,ASSOCIATION STELLA MARIS
4 - Numbers and portabilities,Sélection Directe à l'arrivée (SDA),0.8,1.0,0.8,,2025-03-24 15:08:35,2025-03-24 15:08:35,604549,ASSOCIATION STELLA MARIS
5 - Service Pack,Protection Cloud firewall,29.0,1.0,29.0,,2021-06-30 16:18:58,2022-12-23 15:30:20,604549,ASSOCIATION STELLA MARIS
6 - Hardware,Location Routeur VRRP,10.0,1.0,10.0,,2021-06-30 16:18:58,2021-10-01 19:10:26,604549,ASSOCIATION STELLA MARIS
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,15.0,1.0,15.0,,2019-11-22 10:00:13,2024-08-22 16:22:11,604549,ASSOCIATION STELLA MARIS
7 - Mobile,Business Smartphone 20 Go,24.0,1.0,24.0,,2025-05-19 11:14:11,2025-05-19 11:14:11,604549,ASSOCIATION STELLA MARIS
7 - Mobile,Abonnement Mobile,14.0,2.0,28.0,,2019-11-22 10:02:47,2021-10-01 19:11:09,604549,ASSOCIATION STELLA MARIS
7 - Mobile,Abonnement Mobile Data,25.0,1.0,25.0,,2021-07-29 11:59:12,2025-05-13 10:39:35,604549,ASSOCIATION STELLA MARIS
7 - Mobile,Abonnement Mobile Data +,37.0,1.0,37.0,,2020-07-31 14:35:30,2022-07-26 09:51:57,604549,ASSOCIATION STELLA MARIS
7 - Mobile,Abonnement Mobile Ligne SSI,5.0,1.0,5.0,,2022-04-27 09:49:34,2025-05-13 10:39:35,604549,ASSOCIATION STELLA MARIS
